Gender,Height,Weight
female,67.70932,115.7406
male,67.49917,133.5066
female,66.29127,127.8453
female,69.74138,142.3054
female,63.45437,106.2611
male,69.46406,134.3778
male,68.05326,120.6881
male,67.07399,139.5754
female,65.59536,124.4232
male,70.01907,122.7936
female,67.13432,122.1132
male,69.95471,139.8142
female,68.31764,130.2584
male,67.93284,111.6216
female,68.37831,109.8238
female,69.38169,138.2864
female,67.83912,121.4831
male,66.76314,120.3041
male,69.13398,124.0916
male,65.58554,119.738
female,67.12002,132.4267
male,68.20826,126.163
female,69.83352,124.5901
male,68.52243,129.9774
female,66.61883,114.8356
male,67.03413,123.505
female,68.58395,124.7217
female,68.48187,126.5771
female,68.22285,143.9747
male,70.11615,127.6471
male,64.31068,119.6461
male,68.91069,103.7011
female,68.01192,140.6438
male,68.44067,130.1721
female,69.5139,132.2547
male,69.20247,118.3357
female,66.04611,107.3271
male,66.015,134.3205
female,69.00199,128.0736
female,69.61754,143.0774
female,69.41293,127.4879
male,68.42341,117.5081
male,68.59122,132.3095
male,70.47426,126.1309
female,70.13001,138.7704
male,69.01521,128.4133
female,70.97422,129.5877
male,69.42301,116.2255
female,66.84684,111.121
male,68.37668,118.7218
female,67.80923,131.6974
female,66.4699,141.4318
female,70.23437,138.4311
male,70.16075,139.4051
male,66.23907,109.824
male,68.76154,125.4809
female,64.64843,122.8828
male,69.51686,150.847
female,67.7263,128.1654
male,68.53926,121.0356
female,68.16448,137.2303
male,70.16738,131.504
female,66.92499,127.9481
female,67.18215,127.5982
female,65.35392,125.9641
male,67.71159,128.942
male,69.35197,123.6344
male,67.54023,132.426
female,68.43556,122.0015
male,66.50187,130.4876
female,68.9358,127.2358
male,65.99168,119.7409
female,69.45486,140.6464
male,66.9045,137.6207
female,67.63969,118.1787
female,66.1437,128.4443
female,67.59159,134.3476
male,71.78019,166.3016
male,69.44107,123.4122
male,71.98935,142.7132
female,70.15393,123.8781
male,70.10971,126.9465
female,66.68738,117.3343
male,70.49701,137.1545
female,65.43499,105.8885
male,69.52902,123.5902
female,66.08382,128.3405
female,67.53462,122.189
female,66.70738,119.1554
male,67.68437,127.9357
male,64.9133,117.8536
male,66.99054,114.2598
female,66.90392,124.3436
male,68.30928,121.873
female,67.78254,107.1698
male,66.67402,105.6942
female,68.02345,105.9209
male,66.26386,110.0377
female,68.65872,126.4691
female,68.8758,133.5623
female,70.66494,110.5288
male,67.46764,142.8422
male,66.86561,131.3179
male,68.07938,142.0148
female,66.97214,105.1855
male,67.09087,119.0616
female,66.25477,131.6159
male,68.48544,123.1869
female,67.56328,114.1342
male,67.94652,127.8594
female,67.63842,123.8136
female,69.49172,139.1029
female,69.35023,117.3644
male,68.48414,155.8502
male,67.34242,133.4692
male,63.7973,128.2173
female,66.47145,128.9056
male,68.39396,145.1997
female,67.86356,117.7852
male,69.62777,129.2314
female,65.50648,110.3151
male,72.72292,145.1721
female,70.14217,132.9902
female,68.78695,121.1068
female,68.67806,137.4109
male,71.31953,141.1587
male,67.84642,137.6199
male,68.40321,111.129
female,65.63922,129.8425
male,70.43045,130.4964
female,68.00444,124.4823
male,67.39155,138.9571
female,68.0015,136.2141
male,69.24153,131.2422
female,68.36251,106.3978
female,68.48326,124.4191
female,63.36476,110.7614
male,64.47663,125.7709
male,65.29852,114.0163
male,66.60327,135.8777
female,71.58316,133.3415
male,69.32199,138.8873
female,69.28785,132.6007
male,65.72065,123.9237
female,70.17847,127.4536
male,67.75328,148.2412
female,68.02834,122.158
female,67.12107,119.7528
female,69.66713,117.5732
male,69.00275,125.9822
male,65.31244,137.7114
male,67.28896,108.2831
female,68.80003,133.9222
male,68.98651,128.5798
female,67.06068,136.4265
male,68.05695,128.2201
female,66.84523,112.124
male,68.59912,135.1695
female,67.74997,127.2095
female,67.38104,119.7502
female,69.44609,119.5742
male,66.16242,137.4896
male,68.41685,129.0061
male,71.03861,147.6293
female,66.91687,126.9994
male,68.77967,110.6833
female,69.49877,137.0191
male,65.22814,125.0944
female,66.60077,142.9751
male,69.16164,129.2245
female,67.09027,142.6689
female,67.51801,133.2004
female,63.13165,135.8015
male,73.45251,155.9981
male,63.47897,110.1628
male,67.17019,137.8439
female,66.73316,121.0711
male,67.93199,115.9738
female,70.64087,129.3937
male,65.33506,111.071
female,66.92901,111.5159
male,71.16317,144.9723
female,68.19393,123.3543
female,68.17463,127.3197
female,65.15114,111.6275
male,66.95485,123.4444
male,68.71217,116.1338
male,66.21228,106.3145
female,68.06876,129.3926
male,70.20125,145.3962
female,67.33368,130.253
male,67.63632,144.0878
female,66.23692,122.5351
male,67.59318,133.0454
female,67.82746,107.4374
female,71.17149,149.076
female,64.72317,116.8801
male,63.55844,103.049
male,69.71436,117.5245
male,68.3598,130.8889
female,68.51115,143.0422
male,66.59144,105.2595
female,68.90018,120.1055
male,68.62103,143.016
female,67.84607,126.8695
male,68.54416,138.9043
female,66.54197,121.5207
female,70.09349,131.7383
female,68.07186,120.9546
male,69.12659,138.612
male,70.69432,147.3622
male,68.92726,130.0261
female,67.10353,124.1674
male,68.07727,143.489
female,65.82037,123.8217
male,68.89326,130.7247
female,66.85902,123.2355
male,69.44484,114.1544
female,68.71047,153.0572
female,69.65196,126.5914
female,66.28558,120.8002
male,69.30112,129.099
male,70.5502,145.7179
male,67.09825,121.1429
female,66.43672,119.0362
male,68.01988,134.8026
female,65.04188,132.806
male,69.12072,127.696
female,66.70731,131.1142
male,71.77408,129.1887
female,68.2889,114.3058
female,64.9734,114.0111
female,71.4599,141.1522
male,65.03556,113.4672
male,69.05564,136.4157
male,70.76986,134.7036
female,67.74608,129.3842
male,65.393,97.8247
female,68.01276,130.7321
male,70.21576,146.9626
female,69.68073,139.0045
male,67.54382,126.4992
female,70.15526,138.6155
female,68.40203,123.6083
female,65.77722,132.5113
male,66.97553,125.2087
male,69.02762,116.7207
male,68.43486,140.1941
female,68.55513,115.1087
male,69.0732,129.883
female,68.09033,124.4072
male,69.05185,127.8751
female,66.95318,118.9592
male,69.27087,136.2203
female,64.46096,114.2431
female,64.9549,111.1484
female,66.87663,134.4741
male,68.23273,125.8111
male,69.044,137.9178
male,69.87691,109.3782
female,66.17919,115.505
male,65.71652,120.607
female,65.66691,130.3822
male,70.42201,130.8399
female,68.53986,141.4287
male,67.62274,113.1045
female,69.96111,120.7486
female,65.83646,111.1042
female,68.88975,136.915
male,66.11515,125.3766
male,68.70642,132.7497
male,65.79474,118.1206
female,68.52388,129.7188
male,70.82503,138.2801
female,69.38767,127.8541
male,64.99997,106.3608
female,67.55168,118.5889
male,67.1831,117.5862
female,68.17915,133.4329
female,69.20783,120.0598
female,69.94376,124.5943
male,64.18266,118.6707
male,68.05417,135.4153
male,66.24238,121.9611
female,69.33374,133.7451
male,67.55372,118.1307
female,67.24855,128.5772
male,66.37183,124.8378
female,66.21681,135.8262
male,68.48138,115.2564
female,65.99503,146.0235
female,68.20817,143.0554
female,64.83886,120.4189
male,69.47052,136.1018
male,70.66531,135.2724
male,65.31799,113.9184
female,73.62592,144.2733
male,65.64183,139.218
female,66.1763,137.8042
male,68.20944,123.0101
female,67.33013,126.067
male,70.70642,148.5372
female,69.27187,110.7831
female,66.49201,120.029
female,63.73844,122.7468
male,68.73929,128.6261
male,65.95611,120.8344
male,68.2791,125.4675
female,66.29813,127.7337
male,67.26906,132.8131
female,70.01685,141.7715
male,66.99124,121.3387
female,63.33461,116.4184
male,66.48133,114.4604
female,66.96424,126.3607
female,67.76229,129.6594
female,68.64237,128.845
male,70.16208,141.6777
male,70.96379,140.0763
male,69.50635,126.771
female,63.75673,104.9152
male,67.97424,152.1104
female,66.1089,119.3998
male,63.30114,102.7788
female,68.76435,104.4743
male,67.68224,122.9173
female,71.11972,130.0384
female,68.865,121.9668
female,70.02623,131.5675
male,65.6918,107.2827
male,63.3557,117.6886
male,66.86873,143.4791
female,63.65356,102.6027
male,65.50331,116.8988
female,68.61979,123.9844
male,71.06865,136.2899
female,67.90434,123.2082
male,69.04428,144.3998
female,68.23808,145.3389
female,67.60055,119.9359
female,68.72349,131.6298
male,69.72755,133.7225
male,67.39229,146.2703
male,67.19624,119.8227
female,65.56913,107.9515
male,65.93896,109.1714
female,68.3392,134.1385
male,66.37854,130.6212
female,68.06195,116.0239
male,72.14804,134.4365
female,66.3,134.8203
female,70.52384,116.5449
female,65.956,126.3619
male,69.77937,127.6585
male,68.01271,125.5257
male,71.04627,134.624
female,70.30748,129.3855
male,69.8685,127.9899
female,68.55351,119.5254
male,68.04279,111.4427
female,68.32377,143.6406
male,68.43992,124.9
female,69.70106,125.39
female,69.86274,126.7733
female,65.28588,120.2017
male,68.23316,120.3497
male,67.56772,130.5236
male,67.92319,137.9222
female,65.9763,118.559
male,66.72703,126.2936
female,67.16036,135.8841
male,67.7804,122.1423
female,64.55365,106.3292
male,67.47804,131.5261
female,67.29005,122.7303
female,66.84522,114.8025
female,63.83743,120.2347
male,64.04876,122.1794
male,69.05705,145.6834
male,66.07726,117.709
female,69.83849,131.9638
male,70.33978,128.3473
female,67.88517,132.8351
male,66.30635,120.4227
female,70.70419,127.4847
male,64.63844,111.2536
female,67.37468,118.4249
female,67.32338,132.2462
female,68.79557,137.0621
male,69.49827,130.716
male,69.18297,133.2681
male,68.05335,120.2172
female,65.60027,124.9529
male,69.84728,135.0017
female,71.20265,155.3163
male,66.1002,114.3986
female,68.91567,143.1158
male,65.88189,111.2503
female,67.45521,121.8782
female,67.21505,122.1602
female,65.97609,124.7486
male,67.96746,130.7902
male,66.85926,128.0209
male,67.62991,120.2907
female,67.1994,125.7923
male,65.68971,131.2235
female,68.65173,131.3886
male,68.37333,126.8527
female,66.48906,112.4772
male,66.03608,126.3124
female,67.01056,118.5625
female,67.52148,141.824
female,68.94504,135.164
male,65.95216,138.0343
male,68.70893,111.9057
male,64.0908,109.4352
female,66.00548,106.1651
male,70.50014,138.7377
female,69.06617,138.8835
male,67.20849,131.6754
female,68.71365,133.501
male,70.4988,123.6003
female,70.09293,120.5015
female,67.10959,127.9008
female,67.94613,108.2182
male,69.9019,132.8392
male,68.45258,112.1406
male,69.5192,131.5346
female,65.52153,124.897
male,67.62906,115.9246
female,69.24378,138.2668
male,68.39542,131.5288
female,64.77157,110.1024
male,70.23436,137.102
female,65.18062,109.788
female,66.20453,112.9286
female,70.60819,148.2754
male,65.64079,119.3393
male,69.72804,141.9129
male,67.49767,139.6238
female,69.18779,119.7962
male,66.83553,115.7201
female,67.17618,121.334
male,68.75179,159.3608
female,66.51066,133.2151
male,67.34769,141.3034
female,71.80087,129.831
female,67.69782,120.7103
female,69.0048,141.5982
male,69.06523,125.8677
male,65.88747,112.3178
male,65.84895,118.9697
female,67.18311,112.7574
male,63.79598,111.7201
female,67.47173,110.5494
male,67.15867,103.8433
female,70.38311,159.9758
male,66.68444,130.2472
female,66.66715,123.7624
female,66.82297,125.297
female,66.6039,122.711
male,70.88882,160.0364
male,70.28146,131.6777
male,68.61527,124.199
female,68.94252,122.5949
male,70.00817,143.777
female,63.92219,106.1497
male,68.18982,135.6658
female,66.93297,112.8116
male,67.12819,118.7819
female,67.29436,119.1211
female,70.49073,121.0715
female,66.8532,113.7029
male,68.51902,116.3811
male,68.68968,128.0095
male,67.64082,116.0115
female,68.69251,133.2729
male,67.6248,127.7888
female,68.8846,123.8782
male,69.76061,139.5499
female,67.56118,126.6252
male,69.78513,141.3982
female,70.21612,151.0506
female,66.27644,126.0282
female,67.40846,148.4483
male,68.20932,129.2407
male,65.79974,132.286
male,64.49618,106.4894
female,65.69093,125.0984
male,68.48055,130.2433
female,66.17897,123.5842
male,63.55273,101.2994
female,67.68025,118.3701
male,65.4426,109.8414
female,67.53819,131.1827
female,67.20388,125.2316
female,65.10901,131.8946
male,67.71775,116.0773
male,66.27965,98.28455
male,71.03656,127.6602
female,69.39922,134.0168
male,67.60067,123.7417
female,69.41439,125.4915
male,67.06842,135.2419
female,68.06961,122.0361
male,63.88211,117.4632
female,65.9194,120.1212
female,70.23642,124.4872
female,63.84676,116.313
male,68.9074,121.8405
male,64.0135,126.9209
male,67.36541,111.5266
female,69.06481,132.1843
male,67.06091,131.9966
female,68.71498,118.7562
male,70.10334,138.9367
female,70.90589,132.6605
male,66.77943,117.0903
female,69.55338,121.8668
female,68.45538,128.6212
female,68.10538,130.0686
male,64.46289,109.0084
male,67.78582,110.3563
male,65.82491,126.3494
female,66.22711,130.879
male,65.4258,130.8643
female,69.33268,123.4765
male,65.30644,111.1681
female,70.66767,151.1334
male,67.86539,127.2278
female,65.68213,114.755
female,66.27532,131.1304
female,64.15129,117.3512
male,68.93691,126.7825
male,66.77623,130.4524
male,68.66098,110.209
female,66.03851,120.0319
male,71.34562,131.9006
female,66.26107,118.9925
male,70.96703,136.5441
female,65.92505,114.2363
male,66.47783,119.0131
female,68.65041,144.86
female,68.22052,130.8069
female,69.53697,144.8661
male,71.31389,130.7968
male,68.65623,138.8268
male,63.90685,130.0556
female,69.54723,124.231
male,63.83536,119.8695
female,69.43228,110.2776
male,68.8923,127.6997
female,65.97989,142.5486
male,73.25816,157.0989
female,65.69314,138.5876
female,69.95721,128.1607
female,69.93565,130.3446
male,67.55601,119.1028
male,67.47638,115.6698
male,69.05674,128.3985
female,68.54497,136.1737
male,70.44462,116.6906
female,67.11656,131.4909
male,67.60673,115.494
female,67.76797,116.0487
male,64.22799,116.596
female,67.64933,138.6958
female,66.94828,126.0413
female,68.83697,145.686
male,69.03861,128.7906
male,67.88536,142.1595
male,69.15298,138.9115
female,65.76655,122.0769
male,66.41848,119.0393
female,69.98636,136.7085
male,69.33663,124.8379
female,68.14856,129.218
male,69.61056,124.5365
female,70.24424,132.7187
female,64.66037,110.1455
female,67.14089,132.4193
male,66.55536,120.6308
male,67.02821,134.6226
male,66.61015,131.3866
female,67.87365,134.9717
male,68.48489,121.162
female,71.46727,146.1977
male,67.52509,130.7501
female,69.14416,123.9601
male,66.34347,105.9251
female,68.8517,147.2738
female,66.59398,128.4305
female,68.79421,116.2545
male,65.60404,128.8795
male,69.60759,124.4609
male,71.79002,131.1114
female,65.39644,133.017
male,68.186,123.0559
female,70.64194,128.8506
male,69.27806,146.6325
female,65.41192,125.2607
male,69.74131,135.9477
female,69.68791,149.0918
female,67.61616,129.9896
female,65.33279,115.5896
male,68.09827,122.5938
male,67.78589,130.5478
male,66.37325,110.4683
female,70.70383,147.9488
male,67.77536,135.435
female,70.16781,132.2276
male,65.08294,124.8522
female,68.09864,139.5397
male,69.72378,127.9841
female,66.10587,129.5105
female,68.81614,128.4016
female,66.34879,136.5927
male,68.85181,131.0471
male,67.88949,135.8495
male,67.3565,124.7415
female,67.87392,123.9916
male,67.82355,120.0348
female,68.93013,119.6138
male,66.72655,104.4695
female,69.96413,141.4657
male,70.92472,133.859
female,68.15966,130.2032
female,65.71158,120.7602
female,66.88241,116.1838
male,67.87445,129.3543
male,69.77941,140.2507
male,65.39579,114.7891
female,70.51058,117.7705
male,66.56644,121.7629
female,68.74163,146.386
male,68.50865,142.5118
female,67.86683,136.538
male,65.68959,108.1989
female,68.1756,126.6541
female,67.27204,128.769
female,65.3007,130.2829
male,68.37952,126.2574
male,70.39798,119.4655
male,65.3603,112.0012
female,68.8706,129.9499
male,66.21022,116.362
female,68.94788,142.8095
male,68.04951,123.9961
female,66.09906,118.4749
male,65.89673,138.4134
female,67.19993,111.4001
female,69.40899,105.0894
female,69.07487,129.1519
male,67.65384,120.3397
male,68.48956,120.7475
male,68.34723,124.124
female,69.67407,140.3264
male,65.19464,119.1674
female,69.81691,139.3101
male,64.26605,115.7719
female,68.77984,128.1583
male,64.94194,119.9868
female,69.40853,136.2726
female,66.60982,120.7165
female,68.74031,143.4148
male,72.8443,146.7131
male,65.56742,114.1088
male,67.30672,119.2437
female,67.87438,129.1951
male,67.37272,110.0987
female,68.52976,132.8156
male,67.2006,120.7292
female,71.326,133.6295
male,66.99797,113.5302
female,70.15071,144.6167
female,67.56198,111.4511
female,67.84632,131.1354
male,67.99597,124.7397
male,71.45949,136.4103
male,65.98938,133.9456
female,70.30094,148.0703
male,69.63548,118.8671
female,68.12716,130.0225
male,67.19533,117.8517
female,69.96297,131.029
male,70.75433,139.7372
female,64.90027,99.29265
female,67.53863,122.6701
female,66.93918,112.5864
male,66.74599,114.6931
male,67.53267,124.3523
male,67.03579,113.4992
female,66.19745,119.4549
male,66.16514,116.2537
female,70.4784,141.2563
male,66.71437,112.926
female,67.52916,120.8297
male,70.87923,144.9908
female,70.87713,120.3404
female,62.52373,101.0402
female,67.78636,136.2587
male,67.1394,121.6793
male,67.39241,124.8535
male,65.87821,127.8471
female,66.55073,137.5442
male,65.77153,103.9089
female,67.98557,141.2212
male,66.84341,115.4613
female,69.21199,128.5016
male,66.35945,122.8733
female,69.23369,130.3051
female,68.82616,133.9048
female,69.36336,139.0361
male,70.20959,134.7929
male,68.15011,136.8965
male,68.06755,112.9757
female,66.61783,113.0753
male,66.84021,131.2762
female,70.60805,145.9398
male,70.98349,143.2473
female,68.09578,136.2662
male,68.63828,134.4078
female,69.50947,135.2759
female,67.27908,118.9625
female,67.62248,106.5357
male,65.98498,124.1788
male,70.60025,143.1552
male,65.18921,118.4354
female,66.32422,120.6698
male,67.62091,136.1237
female,69.19727,113.7928
male,66.1129,124.6016
female,68.12418,133.7479
male,69.48945,143.7332
female,67.16699,122.6097
female,66.45846,127.9224
female,68.57463,119.9155
male,70.02842,158.2521
male,65.46377,101.8393
male,66.48352,125.5619
female,65.78847,112.7934
male,69.14324,113.9947
female,66.10192,120.5016
male,68.5156,110.4182
female,64.2164,129.756
male,69.15358,129.065
female,66.83911,126.2087
female,64.05746,109.798
female,67.80361,134.8236
male,67.78006,146.6249
male,66.0792,121.5591
male,67.54866,119.1681
female,67.18499,111.7433
male,66.36282,123.4684
female,66.21209,120.9058
male,69.61635,123.0992
female,66.83693,123.2452
male,71.80311,132.7094
female,67.0625,126.7332
female,72.96339,135.2564
female,70.34828,151.3674
male,70.09653,150.9294
male,69.20104,140.2394
male,70.35624,132.7655
female,69.78453,144.8798
male,71.39937,129.2934
female,67.0059,116.8217
male,66.79299,124.906
female,67.86676,125.3757
male,67.25419,103.8437
female,68.56236,122.4352
female,66.43275,136.132
female,68.91151,125.792
male,67.50477,126.8799
male,69.08511,145.0689
male,68.7803,148.623
female,66.66053,135.6636
male,68.66602,114.7145
female,68.47595,114.8512
male,67.53608,128.0852
female,66.23142,121.6196
male,69.17542,124.7148
female,67.34508,120.9551
female,67.77776,117.0167
female,66.91716,115.5379
male,68.65138,130.497
male,66.97762,136.012
male,69.11727,140.2511
female,65.2278,132.8841
male,66.3529,126.9573
female,67.90441,122.0685
male,67.14182,107.8829
female,69.26936,139.1728
male,67.55353,123.1504
female,69.1191,127.1047
female,66.5787,130.5048
female,68.34422,126.8956
male,70.87732,142.4991
male,66.25515,109.9755
male,70.20374,142.2116
female,65.37244,119.6729
male,69.21393,139.5979
female,66.65743,125.0117
male,70.90598,144.8867
female,67.63273,116.9137
male,67.44579,133.6929
female,69.61543,149.4255
female,70.72786,134.2975
female,67.81233,134.3642
male,68.88371,130.2664
male,67.59685,128.0565
male,66.18908,129.8912
female,67.0619,122.516
male,71.40566,142.8255
female,69.94381,144.2052
male,68.12088,129.3957
female,70.07833,132.5733
male,69.21921,138.4788
female,65.07625,120.4977
female,66.64317,86.982
female,69.09678,136.2561
male,67.29797,128.014
male,70.07962,138.1994
male,68.17719,128.9954
female,70.62613,147.3147
male,72.75675,155.6063
female,65.50945,114.2107
male,69.80503,118.0632
female,68.48037,122.2135
male,69.39191,132.1548
female,69.89743,132.8384
female,71.03366,120.7296
female,64.18042,105.3415
male,67.25981,115.6019
male,69.88668,133.1821
male,68.77416,143.2226
female,70.75119,132.8196
male,69.77175,140.4321
female,66.47653,135.1056
male,68.16365,127.6326
female,66.4353,134.5752
male,70.13482,122.9368
female,71.70658,136.632
female,66.92527,123.4431
female,67.12563,123.5752
male,69.16564,125.887
male,68.8406,125.7733
male,70.75604,166.2812
female,71.42444,131.7763
male,69.45553,134.4084
female,67.59746,131.5971
male,69.20977,129.3553
female,68.55325,132.7205
male,68.57877,120.9452
female,66.26275,100.455
female,65.96056,113.3895
female,69.5447,134.9309
male,69.03723,121.8168
male,70.25581,149.6514
male,65.24262,118.8877
female,66.61174,123.9036
male,65.44916,129.4155
female,68.46313,115.2733
male,70.08288,130.4398
female,68.28223,134.7568
male,67.00556,125.5138
female,66.02293,109.5969
female,69.16478,135.6481
female,67.21577,131.9731
male,69.00086,135.9877
male,70.75525,135.7754
male,69.25232,127.8223
female,67.57183,119.3432
male,67.67452,132.6705
female,67.40515,124.2707
male,64.86031,100.9173
female,69.39033,112.2069
male,65.9698,129.9153
female,67.55171,123.0908
female,68.46426,116.498
female,66.23821,104.1053
male,70.6257,119.2626
male,66.61423,116.9318
male,70.66932,148.9742
female,67.57132,119.5476
male,69.45353,117.3488
female,66.26159,125.5437
male,68.73293,124.2368
female,68.82534,133.8431
male,70.13099,131.2805
female,71.82375,146.9215
female,65.90074,103.4218
female,63.727,120.0775
male,66.99543,121.7611
male,67.3499,132.3056
male,67.16004,112.2736
female,70.5283,128.9156
male,68.45206,121.7201
female,66.09346,105.8554
male,64.7808,125.8367
female,68.29845,132.8929
male,66.31173,125.5959
female,64.36944,122.6652
female,69.23895,132.3741
female,70.56453,122.723
male,63.44115,93.29146
male,67.49847,113.1057
male,69.85577,118.0316
female,69.07982,130.5538
male,69.56211,137.4123
female,68.17484,142.9581
male,70.23972,137.4064
female,70.6554,143.3564
male,66.4574,122.5937
female,64.31855,119.3805
female,65.49751,110.3743
female,69.47428,139.4867
male,67.88158,125.4501
male,69.53913,124.3466
male,63.83987,92.65767
female,69.07601,123.9516
male,69.47709,126.9161
female,67.08504,121.9957
male,70.95488,139.7854
female,68.64084,123.2444
male,65.86462,113.0349
female,67.72662,119.5902
female,65.32212,102.5086
female,69.00392,128.9232
male,69.63523,132.2697
male,66.71665,128.5803
male,69.5893,127.2246
female,68.66987,120.1516
male,67.85418,113.5575
female,68.78852,120.1342
male,68.2002,134.9707
female,63.0824,109.7702
male,67.2833,122.8477
female,71.21834,131.494
female,71.01583,138.9013
female,69.88229,143.1039
male,67.19375,121.1828
male,68.76347,130.2964
male,66.83011,120.5375
female,70.56089,132.0461
male,69.67899,140.8938
female,66.96319,122.3291
male,68.67573,115.6268
female,66.39372,121.1097
male,69.81996,125.3109
female,68.00995,124.8272
female,66.95032,118.4744
female,70.96239,144.0736
male,66.27024,126.7344
male,68.21726,115.0624
male,66.56206,112.4637
female,69.03964,137.6269
male,68.68271,131.7407
female,68.91258,115.3276
male,68.02805,123.1233
female,68.64452,111.4743
male,67.98404,120.7929
female,65.72168,123.0248
female,68.50899,125.2258
female,68.74484,118.5521
male,65.70055,121.1912
male,68.13231,126.9522
male,69.1712,102.8732
female,70.67886,122.3412
male,68.837,118.7874
female,69.60496,130.4536
male,67.41523,126.8208
female,71.4,154.97
male,69.57502,130.0883
female,69.04149,116.7796
female,68.5837,143.8448
female,66.89024,126.5347
male,67.12473,111.1866
male,67.83542,111.946
male,70.46759,138.7422
female,67.7864,142.7435
male,69.58276,143.2414
female,67.16684,125.1273
male,67.13791,108.6479
female,68.79915,132.8302
male,67.64203,127.7226
female,64.70508,111.3172
female,68.08348,133.8261
female,67.56671,124.2366
male,64.28754,102.4825
male,64.85395,111.9585
male,73.24733,138.1346
female,64.89302,114.3071
male,67.43272,133.0682
female,65.7765,118.0115
male,70.7064,145.9957
female,67.52445,125.9386
male,67.01528,116.8078
female,68.16565,113.8239
female,67.99779,149.3131
female,68.52996,110.5189
male,67.53327,120.1058
male,67.30047,123.1704
male,67.63847,134.5804
female,68.52047,138.8459
male,68.03264,127.8527
female,67.28722,118.5444
male,68.42927,127.9474
female,69.7329,125.5398
male,69.72725,127.1998
female,69.73079,152.3984
female,69.97947,137.3347
female,68.9122,119.5773
male,66.70355,122.2617
male,68.64652,136.3536
male,67.56584,136.2134
female,67.35146,123.6386
male,66.98205,107.619
female,65.44633,135.5837
male,68.81325,129.6697
female,67.16659,107.8736
male,70.28813,150.9046
female,66.62449,139.4685
female,64.39542,115.1983
female,67.23695,112.4262
male,69.67397,156.7309
male,68.43681,127.8894
male,68.00999,131.2092
female,70.8081,135.2499
male,70.50871,122.7718
female,70.00808,117.6198
male,66.06797,101.461
female,67.87768,116.3499
male,69.36261,126.9441
female,69.29301,139.7644
female,67.3539,133.1416
female,66.1525,110.9469
male,67.47153,115.3734
male,68.56556,121.8413
male,72.40237,157.4235
female,67.28205,128.5724
male,65.7493,122.6496
female,65.90868,132.421
male,67.32651,133.7645
female,67.04617,112.1093
male,67.21086,122.6801
female,66.49245,109.2367
female,69.2678,122.5007
female,70.07489,149.6391
male,69.74977,141.1522
male,66.75226,139.719
male,65.50834,114.5278
female,73.13491,127.8612
male,65.37072,125.7601
female,72.07311,142.2552
male,67.65702,120.8003
female,71.13971,149.4626
male,69.56951,138.5706
female,68.47465,116.2406
female,68.65104,135.3612
female,69.29567,146.4768
male,65.94966,131.8327
male,67.88775,137.3897
male,66.01091,107.5225
female,64.69531,124.1449
male,68.76234,111.5343
female,70.14278,129.6087
male,65.29027,126.534
female,67.02973,130.5432
male,72.18645,153.9204
female,68.32435,130.9603
female,65.37779,114.4
female,70.98789,126.8208
male,69.32981,125.881
male,68.08517,125.3363
male,67.72864,117.6713
female,69.41996,126.183
male,65.86211,112.0669
female,69.96526,151.6467
male,67.91088,124.1618
female,68.78786,130.6754
male,65.74585,119.2501
female,72.368,132.7354
female,68.18716,129.4416
female,69.84822,130.4897
male,68.77683,132.0897
male,69.84154,117.5002
male,68.21258,108.6233
female,66.95108,127.1378
male,66.85975,122.3951
female,66.15618,118.9815
male,67.45204,125.2554
female,67.60013,121.8996
male,66.75233,120.7738
female,60.8634,106.1939
female,66.19796,107.8874
female,65.67776,122.0686
male,68.99828,117.3948
male,68.02827,140.866
male,70.31743,149.3078
female,64.89375,125.5845
male,65.54201,131.28
female,68.67927,120.8432
male,66.50307,123.0181
female,67.06639,143.1561
male,68.34809,122.9334
female,67.7237,118.4002
female,71.2729,133.799
female,66.02325,115.9951
male,67.64412,117.6164
male,70.5122,133.0952
male,65.81299,111.2517
female,67.72994,134.9223
male,70.37065,142.7071
female,67.12868,128.8292
male,67.7056,126.9298
female,67.17205,115.2964
male,68.10555,136.4014
female,70.02968,139.6796
female,67.74365,132.6488
female,64.0239,131.5816
male,65.72062,109.6616
male,72.30502,138.1492
male,68.49538,132.5811
female,68.88875,126.3917
male,66.99923,133.9106
female,68.12136,137.1759
male,69.35409,135.8339
female,65.94423,130.5612
male,69.1535,134.0018
female,68.9858,133.0763
female,66.5432,109.9605
female,67.00921,132.5041
male,71.09758,126.9142
male,68.07213,124.4069
male,69.49666,146.5182
female,70.21782,140.9199
male,67.58857,133.1095
female,67.57075,138.0985
male,69.42517,137.6923
female,68.28537,136.6422
male,69.72848,149.467
female,69.92365,138.0429
female,68.79953,113.512
female,69.09202,130.8401
male,68.82166,125.858
male,68.79217,113.7784
male,68.20921,118.9215
female,64.85301,114.4354
male,68.43265,123.9837
female,68.41712,135.6646
male,68.48985,97.85054
female,67.77927,130.3916
male,66.72234,138.3614
female,66.17694,125.4018
female,68.07653,118.6076
female,68.39248,109.8622
male,66.36527,120.0788
male,62.87732,86.669
male,68.7832,142.6252
female,70.32779,135.5365
male,65.23714,130.1058
female,70.09673,141.5957
male,72.58203,125.2756
female,68.95451,131.6178
male,70.08286,129.0769
female,66.60565,108.4805
female,70.12381,139.1288
female,68.9783,145.3523
male,65.41373,125.9004
male,70.84046,126.4751
male,65.25996,119.209
female,67.59199,123.0037
male,69.34865,129.4727
female,69.39296,141.9344
